Masters Miami	30/03/2015	3e tour	Jérémy Chardy	31	Milos Raonic	14	1	7	6	x	x	x	6	5	7	x	x	x
Masters Miami	29/03/2015	3e tour	Stan Wawrinka	4	Adrian Mannarino	47	6	6	x	x	x	x	7	7	x	x	x	x
Masters Miami	29/03/2015	3e tour	Jack Sock	26	Dominic Thiem	20	4	3	x	x	x	x	6	6	x	x	x	x
Masters Miami	29/03/2015	3e tour	Kevin Anderson	12	Leonardo Mayer	35	6	6	x	x	x	x	4	4	x	x	x	x
Masters Miami	29/03/2015	3e tour	Santiago Giraldo	70	Andy Murray	2	3	4	x	x	x	x	6	6	x	x	x	x
Masters Miami	29/03/2015	3e tour	Tomáš Berdych	6	Bernard Tomic	18	6	7	6	x	x	x	7	6	1	x	x	x
Masters Miami	29/03/2015	3e tour	Gaël Monfils	24	Jo-Wilfried Tsonga	10	6	7	x	x	x	x	4	6	x	x	x	x
Masters Miami	30/03/2015	3e tour	Juan Mónaco	53	Guillermo García-López	27	7	6	x	x	x	x	5	4	x	x	x	x
Masters Miami	29/03/2015	3e tour	Fernando Verdasco	49	Rafael Nadal	5	6	2	6	x	x	x	4	6	3	x	x	x
Masters Miami	31/03/2015	4e tour	Novak Djokovic	1	Alexandr Dolgopolov	36	6	7	6	x	x	x	7	5	0	x	x	x
Masters Miami	31/03/2015	4e tour	Gilles Simon	15	David Ferrer	7	6	0	x	x	x	x	7	6	x	x	x	x
Masters Miami	31/03/2015	4e tour	Kei Nishikori	8	David Goffin	16	6	6	x	x	x	x	1	2	x	x	x	x
Masters Miami	01/04/2015	4e tour	John Isner	11	Milos Raonic	14	6	7	7	x	x	x	7	6	6	x	x	x
Masters Miami	31/03/2015	4e tour	Adrian Mannarino	47	Dominic Thiem	20	6	6	5	x	x	x	7	4	7	x	x	x
Masters Miami	31/03/2015	4e tour	Kevin Anderson	12	Andy Murray	2	4	6	3	x	x	x	6	3	6	x	x	x
Masters Miami	31/03/2015	4e tour	Tomáš Berdych	6	Gaël Monfils	24	6	3	x	x	x	x	3	2	x	x	x	A
Masters Miami	31/03/2015	4e tour	Juan Mónaco	53	Fernando Verdasco	49	6	6	x	x	x	x	3	3	x	x	x	x
Masters Miami	03/04/2015	Quart de finale	Novak Djokovic	1	David Ferrer	7	7	7	x	x	x	x	5	5	x	x	x	x
Masters Miami	02/04/2015	Quart de finale	Kei Nishikori	8	John Isner	11	4	3	x	x	x	x	6	6	x	x	x	x
Masters Miami	01/04/2015	Quart de finale	Dominic Thiem	20	Andy Murray	2	6	4	1	x	x	x	3	6	6	x	x	x
Masters Miami	02/04/2015	Quart de finale	Tomáš Berdych	6	Juan Mónaco	53	6	6	x	x	x	x	3	4	x	x	x	x
Masters Miami	04/04/2015	Demi-finale	Novak Djokovic	1	John Isner	11	7	6	x	x	x	x	6	2	x	x	x	x
Masters Miami	03/04/2015	Demi-finale	Andy Murray	2	Tomáš Berdych	6	6	6	x	x	x	x	4	4	x	x	x	x
Masters Miami	05/04/2015	Finale	Novak Djokovic	1	Andy Murray	2	7	4	6	x	x	x	6	6	0	x	x	x
ATP Casablanca	06/04/2015	1er tour	Guillermo García-López	27	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Casablanca	07/04/2015	1er tour	Lamine Ouahab	228	Robin Haase	66	6	6	x	x	x	x	2	4	x	x	x	x
ATP Casablanca	07/04/2015	1er tour	Daniel Gimeno	98	Malek Jaziri	103	6	6	x	x	x	x	4	3	x	x	x	x
ATP Casablanca	06/04/2015	1er tour	Albert Ramos	54	Mikhail Kukushkin	65	1	6	3	x	x	x	6	2	6	x	x	x
ATP Casablanca	06/04/2015	1er tour	Jirí Veselý	41	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Casablanca	07/04/2015	1er tour	Yassine Idmbarek	10000	Mikhail Youzhny	127	3	1	x	x	x	x	6	6	x	x	x	x
ATP Casablanca	07/04/2015	1er tour	Máximo González	147	Aljaž Bedene	45	3	6	3	x	x	x	6	3	6	x	x	x
ATP Casablanca	07/04/2015	1er tour	Arthur De Greef	266	Diego Schwartzman	88	4	7	6	x	x	x	6	5	4	x	x	x
ATP Casablanca	07/04/2015	1er tour	Andreas Haider-Maurer	63	Jan-Lennard Struff	107	6	6	7	x	x	x	2	7	6	x	x	x
ATP Casablanca	07/04/2015	1er tour	Tobias Kamke	277	Pablo Andújar	64	3	4	x	x	x	x	6	6	x	x	x	x
ATP Casablanca	07/04/2015	1er tour	Damir Džumhur	82	Paul-Henri Mathieu	95	6	7	x	x	x	x	2	6	x	x	x	x
ATP Casablanca	06/04/2015	1er tour	Marcel Granollers	84	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Casablanca	06/04/2015	1er tour	Pablo Carreño	67	Carlos Berlocq	111	6	6	4	x	x	x	4	7	6	x	x	x
ATP Casablanca	07/04/2015	1er tour	Nicolás Almagro	73	Taro Daniel	96	6	6	x	x	x	x	4	1	x	x	x	x
ATP Casablanca	06/04/2015	1er tour	Dustin Brown	118	Andrey Kuznetsov	79	6	6	x	x	x	x	2	4	x	x	x	x
ATP Casablanca	06/04/2015	1er tour	Martin Kližan	43	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Casablanca	09/04/2015	2e tour	Guillermo García-López	27	Lamine Ouahab	228	3	3	x	x	x	x	6	6	x	x	x	x
ATP Casablanca	09/04/2015	2e tour	Daniel Gimeno	98	Mikhail Kukushkin	65	6	4	x	x	x	x	1	1	x	x	x	A
ATP Casablanca	09/04/2015	2e tour	Jirí Veselý	41	Mikhail Youzhny	127	7	6	x	x	x	x	6	3	x	x	x	x
ATP Casablanca	09/04/2015	2e tour	Aljaž Bedene	45	Arthur De Greef	266	6	6	x	x	x	x	2	3	x	x	x	x
ATP Casablanca	08/04/2015	2e tour	Andreas Haider-Maurer	63	Pablo Andújar	64	7	6	x	x	x	x	5	3	x	x	x	x
ATP Casablanca	08/04/2015	2e tour	Damir Džumhur	82	Marcel Granollers	84	3	x	x	x	x	x	0	x	x	x	x	A
ATP Casablanca	08/04/2015	2e tour	Carlos Berlocq	111	Nicolás Almagro	73	5	5	x	x	x	x	7	7	x	x	x	x
ATP Casablanca	08/04/2015	2e tour	Dustin Brown	118	Martin Kližan	43	4	6	6	x	x	x	6	4	7	x	x	x
ATP Casablanca	10/04/2015	Quart de finale	Lamine Ouahab	228	Daniel Gimeno	98	4	3	x	x	x	x	6	6	x	x	x	x
ATP Casablanca	10/04/2015	Quart de finale	Jirí Veselý	41	Aljaž Bedene	45	6	6	x	x	x	x	1	4	x	x	x	x
ATP Casablanca	10/04/2015	Quart de finale	Andreas Haider-Maurer	63	Damir Džumhur	82	3	3	x	x	x	x	6	6	x	x	x	x
ATP Casablanca	10/04/2015	Quart de finale	Nicolás Almagro	73	Martin Kližan	43	4	6	x	x	x	x	6	7	x	x	x	x
ATP Casablanca	11/04/2015	Demi-finale	Daniel Gimeno	98	Jirí Veselý	41	6	6	6	x	x	x	7	4	4	x	x	x
ATP Casablanca	11/04/2015	Demi-finale	Damir Džumhur	82	Martin Kližan	43	6	4	0	x	x	x	4	6	6	x	x	x
ATP Casablanca	12/04/2015	Finale	Daniel Gimeno	98	Martin Kližan	43	2	2	x	x	x	x	6	6	x	x	x	x
ATP Houston	06/04/2015	1er tour	Feliciano López	17	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Houston	06/04/2015	1er tour	Víctor Estrella	56	Sam Groth	60	6	4	x	x	x	x	7	6	x	x	x	x
ATP Houston	07/04/2015	1er tour	Donald Young	48	Steve Johnson	32	5	4	x	x	x	x	7	6	x	x	x	x
ATP Houston	07/04/2015	1er tour	Marinko Matosevic	296	Sam Querrey	59	1	x	x	x	x	A	4	x	x	x	x	x
ATP Houston	06/04/2015	1er tour	John Isner	11	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Houston	07/04/2015	1er tour	Tim Smyczek	109	Teymuraz Gabashvili	50	3	3	x	x	x	x	6	6	x	x	x	x
ATP Houston	07/04/2015	1er tour	Hyeon Chung	51	Facundo Argüello	137	6	7	x	x	x	x	3	5	x	x	x	x
ATP Houston	08/04/2015	1er tour	Paolo Lorenzi	68	Fernando Verdasco	49	3	3	x	x	x	A	6	4	x	x	x	x
ATP Houston	07/04/2015	1er tour	Jérémy Chardy	31	Dušan Lajovic	76	6	6	x	x	x	x	4	4	x	x	x	x
ATP Houston	07/04/2015	1er tour	Go Soeda	132	Lleyton Hewitt	10000	4	7	6	x	x	x	6	6	3	x	x	x
ATP Houston	06/04/2015	1er tour	Ricardas Berankis	85	Federico Delbonis	52	2	6	x	x	x	x	6	7	x	x	x	x
ATP Houston	06/04/2015	1er tour	Kevin Anderson	12	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Houston	07/04/2015	1er tour	Santiago Giraldo	70	Rogério Dutra Silva	125	6	6	x	x	x	x	2	2	x	x	x	x
ATP Houston	07/04/2015	1er tour	Janko Tipsarevic	10000	Guilherme Clezar	175	6	3	7	x	x	x	4	6	6	x	x	x
ATP Houston	08/04/2015	1er tour	João Souza	142	Jack Sock	26	7	4	2	x	x	x	5	6	6	x	x	x
ATP Houston	06/04/2015	1er tour	Roberto Bautista	25	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Houston	09/04/2015	2e tour	Feliciano López	17	Sam Groth	60	6	6	x	x	x	x	3	3	x	x	x	x
ATP Houston	08/04/2015	2e tour	Steve Johnson	32	Sam Querrey	59	1	6	0	x	x	x	6	4	6	x	x	x
ATP Houston	10/04/2015	2e tour	John Isner	11	Teymuraz Gabashvili	50	2	6	x	x	x	x	6	7	x	x	x	x
ATP Houston	10/04/2015	2e tour	Hyeon Chung	51	Fernando Verdasco	49	6	2	x	x	x	x	7	6	x	x	x	x
ATP Houston	08/04/2015	2e tour	Jérémy Chardy	31	Go Soeda	132	6	6	x	x	x	x	3	3	x	x	x	x
ATP Houston	08/04/2015	2e tour	Federico Delbonis	52	Kevin Anderson	12	7	0	3	x	x	x	6	6	6	x	x	x
ATP Houston	09/04/2015	2e tour	Santiago Giraldo	70	Janko Tipsarevic	10000	7	6	x	x	x	x	6	3	x	x	x	x
ATP Houston	09/04/2015	2e tour	Jack Sock	26	Roberto Bautista	25	6	6	x	x	x	x	4	4	x	x	x	x
ATP Houston	11/04/2015	Quart de finale	Feliciano López	17	Sam Querrey	59	4	1	x	x	x	x	6	6	x	x	x	x
ATP Houston	11/04/2015	Quart de finale	Teymuraz Gabashvili	50	Fernando Verdasco	49	2	3	x	x	x	x	6	6	x	x	x	x
ATP Houston	10/04/2015	Quart de finale	Jérémy Chardy	31	Kevin Anderson	12	5	7	6	x	x	x	7	6	7	x	x	x
ATP Houston	10/04/2015	Quart de finale	Santiago Giraldo	70	Jack Sock	26	4	4	x	x	x	x	6	6	x	x	x	x
ATP Houston	11/04/2015	Demi-finale	Sam Querrey	59	Fernando Verdasco	49	7	2	6	x	x	x	5	6	4	x	x	x
ATP Houston	11/04/2015	Demi-finale	Kevin Anderson	12	Jack Sock	26	6	3	x	x	x	x	7	6	x	x	x	x
ATP Houston	12/04/2015	Finale	Sam Querrey	59	Jack Sock	26	6	6	x	x	x	x	7	7	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Novak Djokovic	1	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Robin Haase	66	Albert Ramos	54	1	1	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Bernard Tomic	18	Lukáš Rosol	55	4	6	6	x	x	x	6	2	3	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Andreas Haider-Maurer	63	Ernests Gulbis	81	6	6	x	x	x	x	1	0	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Jo-Wilfried Tsonga	10	Jan-Lennard Struff	107	6	6	x	x	x	x	4	4	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Norbert Gombos	138	David Goffin	16	1	4	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Mikhail Youzhny	127	Florian Mayer	217	6	4	x	x	x	x	7	6	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Marin Cilic	13	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Rafael Nadal	5	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Dominic Thiem	20	Lucas Pouille	78	4	4	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Viktor Troicki	22	Martin Kližan	43	7	5	6	x	x	x	6	7	2	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Steve Johnson	32	John Isner	11	4	4	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Gilles Simon	15	Benjamin Balleret	10000	6	6	x	x	x	x	4	2	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Denis Kudla	69	Benoît Paire	19	3	6	x	x	x	x	6	7	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Víctor Estrella	56	Simone Bolelli	58	6	7	x	x	x	x	4	6	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	David Ferrer	7	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Tomáš Berdych	6	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Pablo Carreño	67	Sergiy Stakhovsky	62	6	6	4	x	x	x	7	4	6	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Philipp Kohlschreiber	34	Mikhail Kukushkin	65	6	6	x	x	x	x	4	4	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Benjamin Becker	97	Roberto Bautista	25	0	2	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Tommy Robredo	42	Andreas Seppi	29	6	1	6	x	x	x	3	6	4	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Marcel Granollers	84	Adrian Mannarino	47	6	6	x	x	x	x	3	0	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	João Sousa	33	Edouard Roger-Vasselin	123	6	3	6	x	x	x	1	6	0	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Milos Raonic	14	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Stan Wawrinka	4	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Jirí Veselý	41	Juan Mónaco	53	4	2	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Fabio Fognini	21	Jerzy Janowicz	57	6	6	x	x	x	x	3	1	x	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Fernando Verdasco	49	Grigor Dimitrov	28	4	6	4	x	x	x	6	4	6	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Gaël Monfils	24	Andrey Kuznetsov	79	4	6	6	x	x	x	6	3	4	x	x	x
Masters Monte Carlo	13/04/2015	1er tour	Borna Coric	44	Alexandr Dolgopolov	36	5	7	2	x	x	x	7	5	6	x	x	x
Masters Monte Carlo	14/04/2015	1er tour	Jérémy Chardy	31	Diego Schwartzman	88	7	6	x	x	x	x	5	2	x	x	x	x
Masters Monte Carlo	12/04/2015	1er tour	Roger Federer	3	x	x	x	x	x	x	x	x	x	x	x	x	x	x
Masters Monte Carlo	14/04/2015	2e tour	Novak Djokovic	1	Albert Ramos	54	6	6	x	x	x	x	1	4	x	x	x	x
Masters Monte Carlo	14/04/2015	2e tour	Bernard Tomic	18	Andreas Haider-Maurer	63	7	6	4	x	x	x	6	7	6	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Jo-Wilfried Tsonga	10	David Goffin	16	6	6	x	x	x	x	3	4	x	x	x	x
Masters Monte Carlo	14/04/2015	2e tour	Florian Mayer	217	Marin Cilic	13	3	6	3	x	x	x	6	3	6	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Rafael Nadal	5	Lucas Pouille	78	6	6	x	x	x	x	2	1	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Viktor Troicki	22	John Isner	11	6	6	x	x	x	x	7	7	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Gilles Simon	15	Benoît Paire	19	6	7	x	x	x	x	4	5	x	x	x	x
Masters Monte Carlo	14/04/2015	2e tour	Víctor Estrella	56	David Ferrer	7	2	0	x	x	x	A	6	2	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Tomáš Berdych	6	Sergiy Stakhovsky	62	6	7	x	x	x	x	4	6	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Philipp Kohlschreiber	34	Roberto Bautista	25	7	3	6	x	x	x	6	6	7	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Tommy Robredo	42	Marcel Granollers	84	6	6	x	x	x	x	1	1	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	João Sousa	33	Milos Raonic	14	3	6	x	x	x	x	6	7	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Stan Wawrinka	4	Juan Mónaco	53	6	6	x	x	x	x	1	4	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Fabio Fognini	21	Grigor Dimitrov	28	3	4	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Gaël Monfils	24	Alexandr Dolgopolov	36	7	7	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	15/04/2015	2e tour	Jérémy Chardy	31	Roger Federer	3	2	1	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Novak Djokovic	1	Andreas Haider-Maurer	63	6	6	x	x	x	x	4	0	x	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Jo-Wilfried Tsonga	10	Marin Cilic	13	3	6	x	x	x	x	6	7	x	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Rafael Nadal	5	John Isner	11	7	4	6	x	x	x	6	6	3	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Gilles Simon	15	David Ferrer	7	2	7	1	x	x	x	6	6	6	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Tomáš Berdych	6	Roberto Bautista	25	7	6	x	x	x	x	6	4	x	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Tommy Robredo	42	Milos Raonic	14	3	6	3	x	x	x	6	3	6	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Stan Wawrinka	4	Grigor Dimitrov	28	1	2	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	16/04/2015	3e tour	Gaël Monfils	24	Roger Federer	3	6	7	x	x	x	x	4	6	x	x	x	x
Masters Monte Carlo	17/04/2015	Quart de finale	Novak Djokovic	1	Marin Cilic	13	6	6	x	x	x	x	0	3	x	x	x	x
Masters Monte Carlo	17/04/2015	Quart de finale	Rafael Nadal	5	David Ferrer	7	6	5	6	x	x	x	4	7	2	x	x	x
Masters Monte Carlo	17/04/2015	Quart de finale	Tomáš Berdych	6	Milos Raonic	14	5	x	x	x	x	x	2	x	x	x	x	A
Masters Monte Carlo	17/04/2015	Quart de finale	Grigor Dimitrov	28	Gaël Monfils	24	1	3	x	x	x	x	6	6	x	x	x	x
Masters Monte Carlo	18/04/2015	Demi-finale	Novak Djokovic	1	Rafael Nadal	5	6	6	x	x	x	x	3	3	x	x	x	x
Masters Monte Carlo	18/04/2015	Demi-finale	Tomáš Berdych	6	Gaël Monfils	24	6	6	x	x	x	x	1	4	x	x	x	x
Masters Monte Carlo	19/04/2015	Finale	Novak Djokovic	1	Tomáš Berdych	6	7	4	6	x	x	x	5	6	3	x	x	x
ATP Barcelone	20/04/2015	1er tour	Kei Nishikori	8	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Teymuraz Gabashvili	50	Pablo Carreño	67	7	6	x	x	x	x	5	4	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Kenny De Schepper	148	João Sousa	33	4	6	3	x	x	x	6	3	6	x	x	x
ATP Barcelone	20/04/2015	1er tour	Santiago Giraldo	70	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Pablo Cuevas	40	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Jan-Lennard Struff	107	Roberto Carballés	131	7	5	2	x	x	x	5	7	6	x	x	x
ATP Barcelone	20/04/2015	1er tour	Thomaz Bellucci	37	Yuichi Sugita	126	6	6	x	x	x	x	1	0	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Roberto Bautista	25	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Marin Cilic	13	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Víctor Estrella	56	Dominic Thiem	20	6	7	x	x	x	x	3	6	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Juan Mónaco	53	Alejandro González	141	7	6	x	x	x	x	5	1	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Martin Kližan	43	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Tommy Robredo	42	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	João Souza	142	Mikhail Kukushkin	65	1	0	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Marinko Matosevic	296	Marcel Granollers	84	2	3	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Jo-Wilfried Tsonga	10	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Ernests Gulbis	81	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Benoît Paire	19	Jaume Munar	10000	6	6	x	x	x	x	2	2	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Márton Fucsovics	214	Andrey Kuznetsov	79	4	2	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Philipp Kohlschreiber	34	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Nick Kyrgios	30	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Thiemo de Bakker	99	Elias Ymer	136	7	5	4	x	x	x	6	7	6	x	x	x
ATP Barcelone	21/04/2015	1er tour	Ricardas Berankis	85	Albert Montañés	116	6	4	5	x	x	x	1	6	7	x	x	x
ATP Barcelone	20/04/2015	1er tour	David Ferrer	7	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Feliciano López	17	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Marsel Ilhan	114	James Ward	156	7	3	6	x	x	x	6	6	1	x	x	x
ATP Barcelone	20/04/2015	1er tour	Pablo Andújar	64	Albert Ramos	54	6	6	x	x	x	x	4	1	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Leonardo Mayer	35	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Fabio Fognini	21	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Andrey Rublev	185	Fernando Verdasco	49	7	6	x	x	x	x	6	3	x	x	x	x
ATP Barcelone	21/04/2015	1er tour	Paolo Lorenzi	68	Nicolás Almagro	73	0	x	x	x	x	A	3	x	x	x	x	x
ATP Barcelone	20/04/2015	1er tour	Rafael Nadal	5	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ATP Barcelone	21/04/2015	2e tour	Kei Nishikori	8	Teymuraz Gabashvili	50	6	6	x	x	x	x	3	4	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	João Sousa	33	Santiago Giraldo	70	3	6	1	x	x	x	6	3	6	x	x	x
ATP Barcelone	21/04/2015	2e tour	Pablo Cuevas	40	Roberto Carballés	131	6	7	x	x	x	x	4	5	x	x	x	x
ATP Barcelone	21/04/2015	2e tour	Thomaz Bellucci	37	Roberto Bautista	25	3	4	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Marin Cilic	13	Víctor Estrella	56	4	4	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Juan Mónaco	53	Martin Kližan	43	7	0	3	x	x	x	5	6	6	x	x	x
ATP Barcelone	21/04/2015	2e tour	Tommy Robredo	42	Mikhail Kukushkin	65	6	6	x	x	x	x	3	2	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Marcel Granollers	84	Jo-Wilfried Tsonga	10	6	6	x	x	x	x	4	2	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Ernests Gulbis	81	Benoît Paire	19	6	2	3	x	x	x	1	6	6	x	x	x
ATP Barcelone	22/04/2015	2e tour	Andrey Kuznetsov	79	Philipp Kohlschreiber	34	6	3	x	x	x	x	7	6	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Nick Kyrgios	30	Elias Ymer	136	6	5	6	x	x	x	2	7	7	x	x	x
ATP Barcelone	22/04/2015	2e tour	Albert Montañés	116	David Ferrer	7	2	3	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	22/04/2015	2e tour	Feliciano López	17	Marsel Ilhan	114	6	5	7	x	x	x	2	7	6	x	x	x
ATP Barcelone	22/04/2015	2e tour	Pablo Andújar	64	Leonardo Mayer	35	2	6	6	x	x	x	6	1	2	x	x	x
ATP Barcelone	22/04/2015	2e tour	Fabio Fognini	21	Andrey Rublev	185	3	6	6	x	x	x	6	4	1	x	x	x
ATP Barcelone	22/04/2015	2e tour	Nicolás Almagro	73	Rafael Nadal	5	3	1	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Kei Nishikori	8	Santiago Giraldo	70	6	6	x	x	x	x	2	1	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Pablo Cuevas	40	Roberto Bautista	25	6	2	x	x	x	x	7	6	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Víctor Estrella	56	Martin Kližan	43	4	3	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Tommy Robredo	42	Marcel Granollers	84	6	6	x	x	x	x	2	2	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Benoît Paire	19	Philipp Kohlschreiber	34	4	6	x	x	x	x	6	7	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Elias Ymer	136	David Ferrer	7	3	4	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Feliciano López	17	Pablo Andújar	64	3	4	x	x	x	x	6	6	x	x	x	x
ATP Barcelone	23/04/2015	3e tour	Fabio Fognini	21	Rafael Nadal	5	6	7	x	x	x	x	4	6	x	x	x	x
ATP Barcelone	24/04/2015	Quart de finale	Kei Nishikori	8	Roberto Bautista	25	6	3	6	x	x	x	2	6	1	x	x	x
ATP Barcelone	24/04/2015	Quart de finale	Martin Kližan	43	Tommy Robredo	42	7	6	x	x	x	x	6	4	x	x	x	x
ATP Barcelone	24/04/2015	Quart de finale	Philipp Kohlschreiber	34	David Ferrer	7	3	6	x	x	x	x	6	7	x	x	x	x
ATP Barcelone	24/04/2015	Quart de finale	Pablo Andújar	64	Fabio Fognini	21	6	6	x	x	x	x	1	3	x	x	x	x
